id,metin,etiket,kategori,metin_temiz
11377,Ev kiralama hesabınız geçici olarak durdurulmuştur.,spam,kiralık ev,ev kirala hesap geçiç durdurul
11378,Rezervasyon erişiminiz güvenlik kontrolü beklemektedir.,spam,kiralık ev,rezervasyo eriş güvenlik kontrolü beklemek
11379,Rafting rezervasyonunuz başarıyla oluşturuldu.,normal,kano,raftingi rezervasyo başar oluşturul
11380,Kano etkinlik planınız güncellendi.,normal,kano,kano etkinlik pla güncelle
11381,Su sporu erişiminiz aktif hale getirildi.,normal,kano,su spor eriş aktif hale getiril
11382,Rafting ekipman bilgileriniz doğrulandı.,normal,kano,raftingi ekipma bilgi doğrula
11383,Kano kullanım geçmişiniz görüntülendi.,normal,kano,kano kulla geçmiş görüntüle
11384,Etkinlik giriş kodunuz oluşturuldu.,normal,kano,etkinlik giriş kodu oluşturul
11385,Rafting hesabınız aktif durumdadır.,normal,kano,raftingi hesap aktif dur
11386,Kano planlamanız başarıyla tamamlandı.,normal,kano,kano planlama başar tamamla
11387,Su sporu üyeliğiniz doğrulandı.,normal,kano,su spor üyelik doğrula
11388,Rafting etkinlik bildiriminiz gönderildi.,normal,kano,raftingi etkinlik bildir gönderil
11389,Kano rezervasyon bilgileriniz işlendi.,normal,kano,kano rezervasyo bilgi işle
11390,Etkinlik erişiminiz başarıyla sağlandı.,normal,kano,etkinlik eriş başar sağla
11391,Rafting kullanım planınız oluşturuldu.,normal,kano,raftingi kulla pla oluşturul
11392,Kano ekipman kontrolü tamamlandı.,normal,kano,kano ekipma kontrolü tamamla
11393,Su sporu hesabınız sisteme kaydedildi.,normal,kano,su spor hesap siste kaydedil
11394,Rafting süreciniz aktif olarak devam ediyor.,normal,kano,raftingi süreç aktif deva ediyor
11395,Kano erişim bilgileriniz güncellendi.,normal,kano,kano eriş bilgi güncelle
11396,Etkinlik kullanım verileriniz işlendi.,normal,kano,etkinlik kulla ver işle
11397,Rafting üyelik planınız doğrulandı.,normal,kano,raftingi üyelik pla doğrula
11398,Kano hesabınız başarıyla oluşturuldu.,normal,kano,kano hesap başar oluşturul
11399,Su sporu planınız güncellendi.,normal,kano,su spor pla güncelle
11400,Rafting giriş bilgileriniz doğrulandı.,normal,kano,raftingi giriş bilgi doğrula
11401,Kano kullanım süreniz kaydedildi.,normal,kano,kano kulla süre kaydedil
11403,Rafting erişiminiz aktif hale getirildi.,normal,kano,raftingi eriş aktif hale getiril
11404,Kano rezervasyon planınız tamamlandı.,normal,kano,kano rezervasyo pla tamamla
11405,Su sporu bildiriminiz iletildi.,normal,kano,su spor bildir iletil
11406,Rafting ekipman planınız işlendi.,normal,kano,raftingi ekipma pla işle
11408,Etkinlik erişim bilgileriniz kaydedildi.,normal,kano,etkinlik eriş bilgi kaydedil
11409,Rafting kullanım geçmişiniz güncellendi.,normal,kano,raftingi kulla geçmiş güncelle
11410,Kano sistem erişiminiz aktif durumdadır.,normal,kano,kano siste eriş aktif dur
11411,Su sporu etkinlik planınız oluşturuldu.,normal,kano,su spor etkinlik pla oluşturul
11412,Rafting hesabınız sisteme işlendi.,normal,kano,raftingi hesap siste işle
11413,Kano teslim planınız doğrulandı.,normal,kano,kano tesl pla doğrula
11414,Etkinlik planlamanız başarıyla kaydedildi.,normal,kano,etkinlik planlama başar kaydedil
11415,Rafting kullanım bilgileriniz doğrulandı.,normal,kano,raftingi kulla bilgi doğrula
11416,Kano üyelik süreciniz tamamlandı.,normal,kano,kano üyelik süreç tamamla
11417,Su sporu hesabınız başarıyla güncellendi.,normal,kano,su spor hesap başar güncelle
11418,Rafting erişim planınız oluşturuldu.,normal,kano,raftingi eriş pla oluşturul
11419,Kano etkinlik bilgileriniz işlendi.,normal,kano,kano etkinlik bilgi işle
11420,Rafting hesabınız aktif hale getirildi.,normal,kano,raftingi hesap aktif hale getiril
11421,Kano kullanım verileriniz kaydedildi.,normal,kano,kano kulla ver kaydedil
11422,Su sporu erişiminiz doğrulandı.,normal,kano,su spor eriş doğrula
11423,Rafting planınız başarıyla tamamlandı.,normal,kano,raftingi pla başar tamamla
11424,Kano rezervasyon geçmişiniz görüntülendi.,normal,kano,kano rezervasyo geçmiş görüntüle
11425,Etkinlik kullanım süreciniz devam ediyor.,normal,kano,etkinlik kulla süreç deva ediyor
11427,Kano erişiminiz başarıyla sağlandı.,normal,kano,kano eriş başar sağla
11428,Rafting hesabınızı doğrulamak için giriş yapın.,spam,kano,raftingi hesap doğrulamak giriş yap
11429,Kano erişiminiz güvenlik nedeniyle askıya alındı.,spam,kano,kano eriş güvenlik neden askı al
11430,Su sporu planınız kısa süre içinde kapanacaktır.,spam,kano,su spor pla kıs sür iç kapanacak
11431,Rafting ekipman bilgileriniz doğrulanamadı.,spam,kano,raftingi ekipma bilgi doğrulanamadı
11432,Kano hesabınıza olağandışı giriş tespit edildi.,spam,kano,kano hesap olağandış giriş tespit edil
11433,Rafting üyeliğiniz askıya alınmıştır.,spam,kano,raftingi üyelik askı al
11434,Kano kullanım planınızı güncelleyin.,spam,kano,kano kulla plan güncelley
11435,Su sporu hesabınızı yeniden aktif edin.,spam,kano,su spor hesap yeni aktif edi
11436,Rafting erişiminiz güvenlik nedeniyle durduruldu.,spam,kano,raftingi eriş güvenlik neden durdurul
11437,Kano kullanım bilgileriniz eksik görünüyor.,spam,kano,kano kulla bilgi eksik görünüyor
11438,Rafting hesabınızı korumak için giriş yapın.,spam,kano,raftingi hesap korumak giriş yap
11440,Su sporu planınızı tamamlamanız gerekiyor.,spam,kano,su spor plan tamamlama gerekiyor
11441,Rafting kullanım erişiminizi doğrulayın.,spam,kano,raftingi kulla erişim doğrulay
11442,Kano hesabınız risk altında görünüyor.,spam,kano,kano hesap risk alt görünüyor
11443,Rafting teslim erişiminiz kapatılacaktır.,spam,kano,raftingi tesl eriş kapatılacak
11444,Kano hesabınıza yeniden giriş yapın.,spam,kano,kano hesap yeni giriş yap
11445,Su sporu güvenlik doğrulamasını tamamlayın.,spam,kano,su spor güvenlik doğrulama tamamlay
11446,Rafting üyelik bilgileriniz doğrulanamadı.,spam,kano,raftingi üyelik bilgi doğrulanamadı
11447,Kano kullanım planınızı yeniden doğrulayın.,spam,kano,kano kulla plan yeni doğrulay
11448,Rafting hesabınızı yeniden etkinleştirin.,spam,kano,raftingi hesap yeni etkinleştir
11449,Kano güvenlik bildiriminizi görüntüleyin.,spam,kano,kano güvenlik bildirim görüntüley
11450,Su sporu verileriniz eksik görünüyor.,spam,kano,su spor ver eksik görünüyor
11451,Rafting hesabınıza olağandışı erişim tespit edildi.,spam,kano,raftingi hesap olağandış eriş tespit edil
11452,Kano planınızı kaybetmemek için işlem yapın.,spam,kano,kano plan kaybetmemek işle yap
11453,Rafting erişimi için kimlik doğrulaması yapın.,spam,kano,raftingi eriş kimlik doğrulamas yap
11454,Kano hesabınız doğrulama bekliyor.,spam,kano,kano hesap doğrula bekliyor
11455,Su sporu kullanım bilgileriniz doğrulanamadı.,spam,kano,su spor kulla bilgi doğrulanamadı
11456,Rafting teslim planınızı güncelleyin.,spam,kano,raftingi tesl plan güncelley
11457,Kano erişiminiz güvenlik nedeniyle kapatıldı.,spam,kano,kano eriş güvenlik neden kapatıl
11458,Rafting hesabınızı kaybetmemek için doğrulama yapın.,spam,kano,raftingi hesap kaybetmemek doğrula yap
11459,Kano erişiminiz geçici olarak durduruldu.,spam,kano,kano eriş geçiç durdurul
11460,Su sporu planınızı görmek için bağlantıya tıklayın.,spam,kano,su spor plan görmek bağlantı tıklay
11461,Rafting giriş bilgileriniz eksik görünüyor.,spam,kano,raftingi giriş bilgi eksik görünüyor
11462,Kano hesabınızı yeniden senkronize edin.,spam,kano,kano hesap yeni senkro edi
11463,Rafting kullanım süreniz dolmaktadır.,spam,kano,raftingi kulla süre dolmak
11465,Su sporu erişim planınızı doğrulayın.,spam,kano,su spor eriş plan doğrulay
11466,Rafting hesabınızı yeniden aktif edin.,spam,kano,raftingi hesap yeni aktif edi
11467,Kano giriş planınızı güncelleyin.,spam,kano,kano giriş plan güncelley
11468,Rafting hesabınız güvenlik nedeniyle askıya alındı.,spam,kano,raftingi hesap güvenlik neden askı al
11469,Kano kullanım erişiminizi hemen doğrulayın.,spam,kano,kano kulla erişim heme doğrulay
11470,Model kit siparişiniz başarıyla oluşturuldu.,normal,lego,model kit sipariş başar oluşturul
11471,LEGO koleksiyon planınız güncellendi.,normal,lego,lego koleksiyo pla güncelle
11472,Parça envanter bilgileriniz kaydedildi.,normal,lego,parça envanter bilgi kaydedil
11473,Model kurulum süreciniz başlatıldı.,normal,lego,model kurul süreç başlatıl
11474,Koleksiyon hesabınız aktif hale getirildi.,normal,lego,koleksiyo hesap aktif hale getiril
11475,Parça teslim bilgileriniz doğrulandı.,normal,lego,parça tesl bilgi doğrula
11476,LEGO üyelik planınız oluşturuldu.,normal,lego,lego üyelik pla oluşturul
11477,Model geçmişiniz başarıyla görüntülendi.,normal,lego,model geçmiş başar görüntüle
11478,Koleksiyon erişiminiz aktif durumdadır.,normal,lego,koleksiyo eriş aktif dur
11479,Parça kullanım planınız güncellendi.,normal,lego,parça kulla pla güncelle
11480,LEGO hesabınız sisteme işlendi.,normal,lego,lego hesap siste işle
11481,Model kit erişiminiz başarıyla sağlandı.,normal,lego,model kit eriş başar sağla
11483,Parça kontrol işlemi tamamlandı.,normal,lego,parça kontrol işle tamamla
11484,LEGO etkinlik bildirimi gönderildi.,normal,lego,lego etkinlik bildir gönderil
11485,Model planlamanız başarıyla tamamlandı.,normal,lego,model planlama başar tamamla
11487,Parça kullanım geçmişiniz işlendi.,normal,lego,parça kulla geçmiş işle
11488,LEGO teslim süreciniz güncellendi.,normal,lego,lego tesl süreç güncelle
11489,Model kit üyelik bilgileriniz doğrulandı.,normal,lego,model kit üyelik bilgi doğrula
11490,Koleksiyon giriş bilgileriniz oluşturuldu.,normal,lego,koleksiyo giriş bilgi oluşturul
11491,Parça planınız başarıyla kaydedildi.,normal,lego,parça pla başar kaydedil
11492,LEGO kullanım verileriniz görüntülendi.,normal,lego,lego kulla ver görüntüle
11493,Model hesabınız aktif durumdadır.,normal,lego,model hesap aktif dur
11494,Koleksiyon etkinlik planınız oluşturuldu.,normal,lego,koleksiyo etkinlik pla oluşturul
11495,LEGO sistem güncellemesi tamamlandı.,normal,lego,lego siste güncellemes tamamla
11496,Model kit planınız doğrulandı.,normal,lego,model kit pla doğrula
11497,Koleksiyon kullanım geçmişiniz kaydedildi.,normal,lego,koleksiyo kulla geçmiş kaydedil
11498,Parça hesabınız başarıyla oluşturuldu.,normal,lego,parça hesap başar oluşturul
11499,LEGO erişim planınız güncellendi.,normal,lego,lego eriş pla güncelle
11500,Model teslim bilgileriniz işlendi.,normal,lego,model tesl bilgi işle
11501,Koleksiyon üyelik süreciniz tamamlandı.,normal,lego,koleksiyo üyelik süreç tamamla
11502,Parça rezervasyon bilgileriniz doğrulandı.,normal,lego,parça rezervasyo bilgi doğrula
11503,LEGO hesabınız başarıyla güncellendi.,normal,lego,lego hesap başar güncelle
11504,Model kullanım süreciniz aktif olarak devam ediyor.,normal,lego,model kulla süreç aktif deva ediyor
11506,Parça etkinlik verileriniz işlendi.,normal,lego,parça etkinlik ver işle
11507,LEGO planlamanız sisteme kaydedildi.,normal,lego,lego planlama siste kaydedil
11508,Model kit hesabınız doğrulandı.,normal,lego,model kit hesap doğrula
11509,Koleksiyon teslim planınız oluşturuldu.,normal,lego,koleksiyo tesl pla oluşturul
11510,Parça kullanım erişiminiz aktif hale getirildi.,normal,lego,parça kulla eriş aktif hale getiril
11511,LEGO etkinlik geçmişiniz görüntülendi.,normal,lego,lego etkinlik geçmiş görüntüle
11512,Model verileriniz başarıyla işlendi.,normal,lego,model ver başar işle
11513,Parça giriş bilgileriniz güncellendi.,normal,lego,parça giriş bilgi güncelle
11514,LEGO kullanım planınız tamamlandı.,normal,lego,lego kulla pla tamamla
11515,Model kit sisteminiz başarıyla çalışmaktadır.,normal,lego,model kit siste başar çalışmak
11516,Koleksiyon planınız başarıyla doğrulandı.,normal,lego,koleksiyo pla başar doğrula
11517,Parça hesabınız sisteme kaydedildi.,normal,lego,parça hesap siste kaydedil
11518,Yeni sürüm için hazırlanan test raporu geliştirme ekibiyle paylaşılmıştır.,normal,yazılım,ye sür hazırlana test rapor geliştirme ekip paylaşıl
11519,API erişim anahtarınız başarıyla yenilenmiştir.,normal,yazılım,api eriş anahtar başar yenile
11520,Kod deposuna ait son değişiklikler kullanıcı paneline yüklenmiştir.,normal,yazılım,kod depo ait son değişiklik kullanıç panel yükle
11521,CI/CD işlem süreci planlanan şekilde tamamlanmıştır.,normal,yazılım,ci cd işle süreç planlana şekil tamamla
11522,Yeni hata kayıtları görev takip sistemine eklenmiştir.,normal,yazılım,ye ha kayıt görev takip sistem ekle
11523,Geliştirme ortamındaki bakım çalışmaları bu gece gerçekleştirilecektir.,normal,yazılım,geliştirme ortam bak çalışma geç gerçekleştirilecek
11524,Frontend tasarım güncellemeleri test sunucusuna aktarılmıştır.,normal,yazılım,frontendi tasar güncelleme test sunucu aktarıl
11525,Veritabanı yedekleme işlemi başarıyla tamamlanmıştır.,normal,yazılım,veritaba yedekle işle başar tamamla
11526,Kod inceleme toplantısının saati yeniden düzenlenmiştir.,normal,yazılım,kod incele toplantı saati yeni düzenle
11527,Mobil uygulama sürümü mağaza onay sürecine alınmıştır.,normal,yazılım,mobil uygula sür mağaz onay süreç al
11528,Yeni kullanıcı kayıt sistemi test ortamında aktif edilmiştir.,normal,yazılım,ye kullanıç kayıt siste test ortam aktif edil
11529,Yazılım lisans bilgileriniz başarıyla güncellenmiştir.,normal,yazılım,yazıl lisans bilgi başar güncelle
11530,Sunucu performans raporu dijital arşive kaydedilmiştir.,normal,yazılım,sunuç performans rapor dijital arşiv kaydedil
11531,Güvenlik güncellemesi canlı sisteme aktarılmıştır.,normal,yazılım,güvenlik güncellemes canlı siste aktarıl
11532,Teknik destek talebiniz geliştirme ekibine iletilmiştir.,normal,yazılım,teknik destek talep geliştirme ekip iletil
11533,Yeni sprint görevleri proje yönetim paneline eklenmiştir.,normal,yazılım,ye sprint görev proje yönet panel ekle
11534,Backend servislerinde kısa süreli bakım çalışması yapılacaktır.,normal,yazılım,backendi servis kıs sürel bak çalışmas yapılacak
11535,Kullanıcı yetkilendirme sistemi başarıyla güncellenmiştir.,normal,yazılım,kullanıç yetkilendirme siste başar güncelle
11536,Kod birleştirme işlemleri sürüm kontrol sisteminde tamamlanmıştır.,normal,yazılım,kod birleştirme işlem sür kontrol sistem tamamla
11537,Uygulama performans testi sonuçları kullanıcı hesabınıza yüklenmiştir.,normal,yazılım,uygula performans tes sonuç kullanıç hesap yükle
11538,Yeni hata düzeltmeleri test ortamında yayımlanmıştır.,normal,yazılım,ye ha düzeltme test ortam yayımla
11539,Yazılım proje toplantısına ait notlar paylaşılmıştır.,normal,yazılım,yazıl proje toplantı ait not paylaşıl
11540,Sunucu erişim bilgileriniz güvenli şekilde yenilenmiştir.,normal,yazılım,sunuç eriş bilgi güvenli şekil yenile
11541,Yeni API dokümantasyonu geliştirici portalına eklenmiştir.,normal,yazılım,ye api dokümantasyo geliştiriç portal ekle
11542,Sistem log kayıtları arşiv sunucusuna aktarılmıştır.,normal,yazılım,siste log kayıt arşiv sunucu aktarıl
11543,Mobil uygulama hata raporları analiz sürecine alınmıştır.,normal,yazılım,mobil uygula ha rapor analiz süreç al
11544,Yazılım ekibi için teknik eğitim planı oluşturulmuştur.,normal,yazılım,yazıl ekip teknik eğit pla oluşturul
11545,Yeni sürüm dağıtım tarihi kullanıcılarla paylaşılmıştır.,normal,yazılım,ye sür dağıt tarih kullanıç paylaşıl
11546,Veri senkronizasyon işlemleri başarıyla tamamlanmıştır.,normal,yazılım,ver senkronizasyo işlem başar tamamla
11547,Kod kalite analiz raporu proje paneline yüklenmiştir.,normal,yazılım,kod kali analiz rapor proje panel yükle
11548,Yeni kullanıcı doğrulama sistemi devreye alınmıştır.,normal,yazılım,ye kullanıç doğrula siste devre al
11549,Yazılım geliştirme platformunda planlı bakım yapılacaktır.,normal,yazılım,yazıl geliştirme platform planlı bak yapılacak
11550,Test kullanıcı hesapları yeniden yapılandırılmıştır.,normal,yazılım,test kullanıç hesap yeni yapılandırıl
11551,Sunucu güvenlik ayarları teknik ekip tarafından güncellenmiştir.,normal,yazılım,sunuç güvenlik ayar teknik ekip güncelle
