id;metin;etiket;kategori
11563;Model erişiminizi kaybetmemek için işlem yapın.;spam;lego
11564;Koleksiyon üyeliğiniz askıya alınmıştır.;spam;lego
11565;Parça kullanım planınızı güncelleyin.;spam;lego
11566;LEGO hesabınızı yeniden aktif edin.;spam;lego
11567;Model erişiminiz güvenlik nedeniyle durduruldu.;spam;lego
11568;Koleksiyon kullanım bilgileriniz eksik görünüyor.;spam;lego
11569;Parça doğrulama işlemi başarısız oldu.;spam;lego
11570;LEGO hesabınızı korumak için giriş yapın.;spam;lego
11571;Model erişiminiz sınırlandırılmıştır.;spam;lego
11572;Koleksiyon planınızı tamamlamanız gerekiyor.;spam;lego
11573;Parça kullanım erişiminizi doğrulayın.;spam;lego
11574;LEGO hesabınız risk altında görünüyor.;spam;lego
11575;Model giriş bilgileriniz güncellenmelidir.;spam;lego
11576;Koleksiyon teslim erişiminiz kapatılacaktır.;spam;lego
11577;Parça hesabınıza yeniden giriş yapın.;spam;lego
11578;LEGO güvenlik doğrulamasını tamamlayın.;spam;lego
11579;Model üyelik bilgileriniz doğrulanamadı.;spam;lego
11580;Koleksiyon kullanım planınızı yeniden doğrulayın.;spam;lego
11581;Parça erişiminiz kısa süre içinde kapanacaktır.;spam;lego
11582;LEGO hesabınızı yeniden etkinleştirin.;spam;lego
11583;Model güvenlik bildiriminizi görüntüleyin.;spam;lego
11584;Koleksiyon verileriniz eksik görünüyor.;spam;lego
11585;Parça hesabınıza olağandışı erişim tespit edildi.;spam;lego
11586;LEGO planınızı kaybetmemek için işlem yapın.;spam;lego
11587;Model hesabınızı hemen güncelleyin.;spam;lego
11588;Koleksiyon erişimi için kimlik doğrulaması yapın.;spam;lego
11589;Parça hesabınız doğrulama bekliyor.;spam;lego
11590;LEGO kullanım bilgileriniz doğrulanamadı.;spam;lego
11591;Model teslim planınızı güncelleyin.;spam;lego
11592;Koleksiyon erişiminiz güvenlik nedeniyle kapatıldı.;spam;lego
11593;Parça üyeliğiniz askıya alınmıştır.;spam;lego
11594;LEGO hesabınızı kaybetmemek için doğrulama yapın.;spam;lego
11595;Model erişiminiz geçici olarak durduruldu.;spam;lego
11596;Koleksiyon planınızı görmek için bağlantıya tıklayın.;spam;lego
11597;Parça giriş bilgileriniz eksik görünüyor.;spam;lego
11598;LEGO hesabınızı yeniden senkronize edin.;spam;lego
11599;Model doğrulama planınızı tamamlayın.;spam;lego
11600;Koleksiyon kullanım süreniz dolmaktadır.;spam;lego
11601;Parça hesabınızı koruyun.;spam;lego
11602;LEGO erişim planınızı doğrulayın.;spam;lego
11603;Model hesabınızı yeniden aktif edin.;spam;lego
11604;Koleksiyon giriş planınızı güncelleyin.;spam;lego
11605;Parça erişiminiz risk altında görünüyor.;spam;lego
11606;LEGO hesabınız güvenlik nedeniyle askıya alındı.;spam;lego
11607;Model kullanım erişiminizi hemen doğrulayın.;spam;lego
11608;Akvaryum bakım planınız başarıyla oluşturuldu.;normal;akvaryum
11609;Balık yemleme programınız güncellendi.;normal;akvaryum
11610;Filtre sistem bilgileriniz kaydedildi.;normal;akvaryum
11611;Akvaryum hesabınız aktif hale getirildi.;normal;akvaryum
11612;Balık sağlık kontrolü tamamlandı.;normal;akvaryum
11613;Akvaryum ekipman verileriniz işlendi.;normal;akvaryum
11614;Balık türü kayıtlarınız doğrulandı.;normal;akvaryum
11615;Akvaryum erişiminiz aktif durumdadır.;normal;akvaryum
11616;Balık bakım geçmişiniz görüntülendi.;normal;akvaryum
11617;Filtre kullanım planınız oluşturuldu.;normal;akvaryum
11618;Akvaryum üyelik bilgileriniz güncellendi.;normal;akvaryum
11619;Balık teslim süreciniz başarıyla tamamlandı.;normal;akvaryum
11620;Akvaryum su değerleriniz kaydedildi.;normal;akvaryum
11621;Balık hesabınız sisteme işlendi.;normal;akvaryum
11622;Filtre bakım süreciniz doğrulandı.;normal;akvaryum
11623;Akvaryum kullanım planınız oluşturuldu.;normal;akvaryum
11624;Balık etkinlik bilgileriniz güncellendi.;normal;akvaryum
11625;Akvaryum sistem güncellemesi tamamlandı.;normal;akvaryum
11626;Balık erişiminiz başarıyla sağlandı.;normal;akvaryum
11627;Filtre kontrol verileriniz işlendi.;normal;akvaryum
11628;Akvaryum hesabınız doğrulandı.;normal;akvaryum
11629;Balık kullanım geçmişiniz kaydedildi.;normal;akvaryum
11630;Akvaryum ekipman planınız güncellendi.;normal;akvaryum
11631;Balık rezervasyon bilgileriniz oluşturuldu.;normal;akvaryum
11632;Filtre erişiminiz aktif hale getirildi.;normal;akvaryum
11633;Akvaryum kullanım süreciniz aktif olarak devam ediyor.;normal;akvaryum
11634;Balık bakım planınız doğrulandı.;normal;akvaryum
11635;Akvaryum teslim bilgileriniz işlendi.;normal;akvaryum
11636;Balık hesabınız aktif durumdadır.;normal;akvaryum
11637;Filtre üyelik planınız oluşturuldu.;normal;akvaryum
11638;Akvaryum verileriniz sisteme kaydedildi.;normal;akvaryum
11639;Balık kullanım planınız başarıyla tamamlandı.;normal;akvaryum
11640;Akvaryum erişim bilgileriniz güncellendi.;normal;akvaryum
11641;Balık sistem erişiminiz doğrulandı.;normal;akvaryum
11642;Filtre hesabınız başarıyla oluşturuldu.;normal;akvaryum
11643;Akvaryum etkinlik geçmişiniz görüntülendi.;normal;akvaryum
11644;Balık teslim planınız doğrulandı.;normal;akvaryum
11645;Akvaryum hesabınız başarıyla güncellendi.;normal;akvaryum
11646;Balık kullanım verileriniz işlendi.;normal;akvaryum
11647;Filtre planlamanız sisteme kaydedildi.;normal;akvaryum
11648;Akvaryum erişiminiz doğrulandı.;normal;akvaryum
11649;Balık bakım bilgileriniz oluşturuldu.;normal;akvaryum
11650;Akvaryum sisteminiz başarıyla çalışmaktadır.;normal;akvaryum
11651;Balık etkinlik planınız tamamlandı.;normal;akvaryum
11652;Filtre hesabınız aktif hale getirildi.;normal;akvaryum
11653;Akvaryum kullanım geçmişiniz işlendi.;normal;akvaryum
11654;Balık planınız başarıyla oluşturuldu.;normal;akvaryum
11655;Akvaryum rezervasyon bilgileriniz doğrulandı.;normal;akvaryum
11656;Balık hesabınız sisteme kaydedildi.;normal;akvaryum
11657;Filtre kullanım süreciniz aktif olarak devam ediyor.;normal;akvaryum
11658;Akvaryum hesabınızı doğrulamak için giriş yapın.;spam;akvaryum
11659;Balık bakım erişiminiz güvenlik nedeniyle askıya alındı.;spam;akvaryum
11660;Filtre kullanım planınız kısa süre içinde kapanacaktır.;spam;akvaryum
11661;Akvaryum verileriniz doğrulanamadı.;spam;akvaryum
11662;Balık hesabınıza olağandışı giriş tespit edildi.;spam;akvaryum
11663;Filtre erişiminizi kaybetmemek için işlem yapın.;spam;akvaryum
11664;Akvaryum üyeliğiniz askıya alınmıştır.;spam;akvaryum
11665;Balık kullanım planınızı güncelleyin.;spam;akvaryum
11666;Filtre hesabınızı yeniden aktif edin.;spam;akvaryum
11667;Akvaryum erişiminiz güvenlik nedeniyle durduruldu.;spam;akvaryum
11668;Balık kullanım bilgileriniz eksik görünüyor.;spam;akvaryum
11669;Filtre doğrulama işlemi başarısız oldu.;spam;akvaryum
11670;Akvaryum hesabınızı korumak için giriş yapın.;spam;akvaryum
11671;Balık erişiminiz sınırlandırılmıştır.;spam;akvaryum
11672;Filtre planınızı tamamlamanız gerekiyor.;spam;akvaryum
11673;Akvaryum kullanım erişiminizi doğrulayın.;spam;akvaryum
11674;Balık hesabınız risk altında görünüyor.;spam;akvaryum
11675;Filtre giriş bilgileriniz güncellenmelidir.;spam;akvaryum
11676;Akvaryum teslim erişiminiz kapatılacaktır.;spam;akvaryum
11677;Balık hesabınıza yeniden giriş yapın.;spam;akvaryum
11678;Filtre güvenlik doğrulamasını tamamlayın.;spam;akvaryum
11679;Akvaryum üyelik bilgileriniz doğrulanamadı.;spam;akvaryum
11680;Balık kullanım planınızı yeniden doğrulayın.;spam;akvaryum
11681;Filtre erişiminiz kısa süre içinde kapanacaktır.;spam;akvaryum
11682;Akvaryum hesabınızı yeniden etkinleştirin.;spam;akvaryum
11683;Balık güvenlik bildiriminizi görüntüleyin.;spam;akvaryum
11684;Filtre verileriniz eksik görünüyor.;spam;akvaryum
11685;Akvaryum hesabınıza olağandışı erişim tespit edildi.;spam;akvaryum
11686;Balık planınızı kaybetmemek için işlem yapın.;spam;akvaryum
11687;Filtre hesabınızı hemen güncelleyin.;spam;akvaryum
11688;Akvaryum erişimi için kimlik doğrulaması yapın.;spam;akvaryum
11689;Balık hesabınız doğrulama bekliyor.;spam;akvaryum
11690;Filtre kullanım bilgileriniz doğrulanamadı.;spam;akvaryum
11691;Akvaryum teslim planınızı güncelleyin.;spam;akvaryum
11692;Balık erişiminiz güvenlik nedeniyle kapatıldı.;spam;akvaryum
11693;Filtre üyeliğiniz askıya alınmıştır.;spam;akvaryum
11694;Akvaryum hesabınızı kaybetmemek için doğrulama yapın.;spam;akvaryum
11695;Balık erişiminiz geçici olarak durduruldu.;spam;akvaryum
11696;Filtre planınızı görmek için bağlantıya tıklayın.;spam;akvaryum
11697;Akvaryum giriş bilgileriniz eksik görünüyor.;spam;akvaryum
11698;Balık hesabınızı yeniden senkronize edin.;spam;akvaryum
11699;Filtre doğrulama planınızı tamamlayın.;spam;akvaryum
11700;Akvaryum kullanım süreniz dolmaktadır.;spam;akvaryum
11701;Balık hesabınızı koruyun.;spam;akvaryum
11702;Filtre erişim planınızı doğrulayın.;spam;akvaryum
11703;Akvaryum hesabınızı yeniden aktif edin.;spam;akvaryum
11704;Balık giriş planınızı güncelleyin.;spam;akvaryum
11705;Filtre erişiminiz risk altında görünüyor.;spam;akvaryum
11706;Akvaryum hesabınız güvenlik nedeniyle askıya alındı.;spam;akvaryum
11707;Balık kullanım erişiminizi hemen doğrulayın.;spam;akvaryum
11708;Komedi gösterisi rezervasyonunuz oluşturuldu.;normal;komedi gösterisi
11709;Stand-up etkinlik planınız güncellendi.;normal;komedi gösterisi
11710;Gösteri erişiminiz aktif hale getirildi.;normal;komedi gösterisi
11711;Stand-up üyelik bilgileriniz kaydedildi.;normal;komedi gösterisi
11712;Gösteri giriş kodunuz oluşturuldu.;normal;komedi gösterisi
11713;Etkinlik kullanım planınız doğrulandı.;normal;komedi gösterisi
11714;Stand-up hesabınız aktif durumdadır.;normal;komedi gösterisi
11715;Gösteri planlamanız başarıyla tamamlandı.;normal;komedi gösterisi
11716;Etkinlik verileriniz sisteme işlendi.;normal;komedi gösterisi
11717;Stand-up erişiminiz başarıyla sağlandı.;normal;komedi gösterisi
11718;Gösteri rezervasyon bilgileriniz güncellendi.;normal;komedi gösterisi
11719;Etkinlik bildiriminiz tarafınıza gönderildi.;normal;komedi gösterisi
11720;Stand-up kullanım geçmişiniz işlendi.;normal;komedi gösterisi
11721;Gösteri hesabınız doğrulandı.;normal;komedi gösterisi
11722;Etkinlik planınız başarıyla oluşturuldu.;normal;komedi gösterisi
11723;Stand-up sistem güncellemesi tamamlandı.;normal;komedi gösterisi
11724;Gösteri kullanım süreciniz aktif olarak devam ediyor.;normal;komedi gösterisi
11725;Stand-up hesabınız sisteme kaydedildi.;normal;komedi gösterisi
11726;Gösteri üyelik planınız doğrulandı.;normal;komedi gösterisi
11727;Etkinlik teslim bilgileriniz işlendi.;normal;komedi gösterisi
11728;Stand-up kullanım verileriniz kaydedildi.;normal;komedi gösterisi
11729;Gösteri hesabınız aktif hale getirildi.;normal;komedi gösterisi
11730;Etkinlik giriş bilgileriniz doğrulandı.;normal;komedi gösterisi
11731;Stand-up rezervasyon planınız oluşturuldu.;normal;komedi gösterisi
11732;Gösteri geçmişiniz başarıyla görüntülendi.;normal;komedi gösterisi
11733;Etkinlik kullanım planınız güncellendi.;normal;komedi gösterisi
11734;Stand-up erişiminiz doğrulandı.;normal;komedi gösterisi
11735;Gösteri planlamanız sisteme işlendi.;normal;komedi gösterisi
11736;Etkinlik hesabınız başarıyla oluşturuldu.;normal;komedi gösterisi
11737;Stand-up teslim planınız doğrulandı.;normal;komedi gösterisi
11738;Gösteri kullanım bilgileriniz güncellendi.;normal;komedi gösterisi
11739;Etkinlik üyelik süreciniz tamamlandı.;normal;komedi gösterisi
11740;Stand-up hesabınız başarıyla güncellendi.;normal;komedi gösterisi
11741;Gösteri erişiminiz aktif durumdadır.;normal;komedi gösterisi
11742;Etkinlik verileriniz işlendi.;normal;komedi gösterisi
11743;Stand-up giriş planınız oluşturuldu.;normal;komedi gösterisi
11744;Gösteri kullanım geçmişiniz kaydedildi.;normal;komedi gösterisi
11745;Stand-up planınız başarıyla tamamlandı.;normal;komedi gösterisi
11746;Gösteri rezervasyon erişiminiz sağlandı.;normal;komedi gösterisi
11747;Stand-up sistem erişiminiz doğrulandı.;normal;komedi gösterisi
11748;Gösteri etkinlik bilgileriniz işlendi.;normal;komedi gösterisi
11749;Stand-up kullanım planınız oluşturuldu.;normal;komedi gösterisi
11750;Gösteri erişiminiz başarıyla doğrulandı.;normal;komedi gösterisi
11751;Etkinlik geçmişiniz sisteme kaydedildi.;normal;komedi gösterisi
11752;Stand-up hesabınızı doğrulamak için giriş yapın.;spam;komedi gösterisi
11753;Gösteri erişiminiz güvenlik nedeniyle askıya alındı.;spam;komedi gösterisi
11754;Stand-up üyelik bilgileriniz doğrulanamadı.;spam;komedi gösterisi
11755;Gösteri hesabınıza olağandışı giriş tespit edildi.;spam;komedi gösterisi
11756;Stand-up hesabınızı yeniden aktif edin.;spam;komedi gösterisi
11757;Gösteri kullanım planınızı güncelleyin.;spam;komedi gösterisi
11758;Etkinlik giriş bilgileriniz eksik görünüyor.;spam;komedi gösterisi
11759;Stand-up erişiminiz güvenlik nedeniyle durduruldu.;spam;komedi gösterisi
11760;Gösteri hesabınızı korumak için giriş yapın.;spam;komedi gösterisi
11761;Stand-up planınızı tamamlamanız gerekiyor.;spam;komedi gösterisi
11762;Gösteri erişiminiz sınırlandırılmıştır.;spam;komedi gösterisi
11763;Etkinlik hesabınız risk altında görünüyor.;spam;komedi gösterisi
11764;Stand-up kullanım erişiminizi doğrulayın.;spam;komedi gösterisi
11765;Gösteri teslim planınız kapatılacaktır.;spam;komedi gösterisi
11766;Stand-up güvenlik doğrulamasını tamamlayın.;spam;komedi gösterisi
11767;Gösteri kullanım bilgileriniz doğrulanamadı.;spam;komedi gösterisi
11768;Stand-up hesabınızı yeniden etkinleştirin.;spam;komedi gösterisi
11769;Gösteri güvenlik bildiriminizi görüntüleyin.;spam;komedi gösterisi
11770;Stand-up hesabınıza olağandışı erişim tespit edildi.;spam;komedi gösterisi
11771;Gösteri planınızı kaybetmemek için işlem yapın.;spam;komedi gösterisi
11772;Stand-up erişimi için kimlik doğrulaması yapın.;spam;komedi gösterisi
11773;Gösteri hesabınız doğrulama bekliyor.;spam;komedi gösterisi
11774;Etkinlik kullanım planınızı yeniden doğrulayın.;spam;komedi gösterisi
11775;Stand-up teslim planınızı güncelleyin.;spam;komedi gösterisi
11776;Gösteri erişiminiz güvenlik nedeniyle kapatıldı.;spam;komedi gösterisi
11777;Stand-up hesabınızı kaybetmemek için doğrulama yapın.;spam;komedi gösterisi
11778;Gösteri erişiminiz geçici olarak durduruldu.;spam;komedi gösterisi
11779;Stand-up giriş bilgileriniz eksik görünüyor.;spam;komedi gösterisi
11780;Gösteri hesabınızı yeniden senkronize edin.;spam;komedi gösterisi
11781;Stand-up kullanım süreniz dolmaktadır.;spam;komedi gösterisi
11782;Gösteri hesabınızı koruyun.;spam;komedi gösterisi
11783;Gösteri giriş planınızı güncelleyin.;spam;komedi gösterisi
11784;Stand-up hesabınız güvenlik nedeniyle askıya alındı.;spam;komedi gösterisi
11785;Gösteri kullanım erişiminizi hemen doğrulayın.;spam;komedi gösterisi
11786;Etkinlik hesabınızı yeniden etkinleştirin.;spam;komedi gösterisi
11787;Stand-up planınız güvenlik nedeniyle durduruldu.;spam;komedi gösterisi
11788;Gösteri hesabınıza yeniden giriş yapmanız gerekiyor.;spam;komedi gösterisi
11789;Seyahat rezervasyon bilgileriniz başarıyla güncellenmiştir.;normal;seyahat
11790;Otel ve uçuş detaylarınız kullanıcı paneline yüklenmiştir.;normal;seyahat
11791;Yurt dışı seyahat sigortanız aktif hale getirilmiştir.;normal;seyahat
11792;Transfer hizmetiniz için sürücü bilgileri paylaşılmıştır.;normal;seyahat
11793;Seyahat uygulamasında planlı bakım çalışması yapılacaktır.;normal;seyahat
11794;Bagaj takip numaranız dijital hesabınıza tanımlanmıştır.;normal;seyahat
11795;Yeni kampanya paketleri kullanıcılarla paylaşılmıştır.;normal;seyahat
11796;Rezervasyon değişiklik talebiniz değerlendirme sürecine alınmıştır.;normal;seyahat
11797;Kullanıcı profil bilgileriniz başarıyla doğrulanmıştır.;normal;seyahat
11798;Uçuş saatinde yapılan değişiklik mobil uygulamada yayımlanmıştır.;normal;seyahat
11799;Konaklama ödeme işleminiz başarıyla tamamlanmıştır.;normal;seyahat
11800;Seyahat rehberi dokümanınız kullanıcı hesabınıza yüklenmiştir.;normal;seyahat
11801;Yeni şehir turları rezervasyona açılmıştır.;normal;seyahat
11802;Seyahat destek talebiniz kayıt altına alınmıştır.;normal;seyahat
11803;Rezervasyon faturanız dijital arşive kaydedilmiştir.;normal;seyahat
11804;Kargo teslim sürecinde yaşanan gecikme nedeniyle bagaj teslim saati güncellenmiştir.;normal;seyahat
11805;Yeni kullanıcı indirim avantajları hesabınıza tanımlanmıştır.;normal;seyahat
11806;Seyahat planınız güvenli arşiv sistemine aktarılmıştır.;normal;seyahat
